['867995'],['XH'],"['3235', '3235', '3235', '3235']","['18228', '18229', '18230', '18231']","['-2', '-1', '-1', '-1']","['-2', '-1', '-1', '-1']","['1647055204', '1647055213', '1647055241', '1647055251']",[],[1]
['867996'],['XH'],['0'],['null'],['999'],['999'],['1647055251'],[1],[]
['869949'],['49'],"['8321', '8321', '8321']","['3196', '747', '25202']","['4', '4', '5']","['5', '5', '5']","['1647055204', '1647055214', '1647055251']",[],[]
['870036'],['49'],['8320'],['32506'],['1'],['0'],['1647055251'],[],[]
['870037'],['49'],['0'],['null'],['998'],['998'],['1647055251'],[],[]
['870844'],['10'],['9103'],['null'],['4'],['4'],['1647055252'],[],[]
['870862'],['10'],['9108'],['20610'],['2'],['2'],['1647055252'],[],[]
['870920'],['10'],['9075'],['null'],['-3'],['-3'],['1647055252'],[],[1]
['871011'],['10'],['9086'],['290'],['0'],['0'],['1647055252'],[],[1]
['872489'],['15'],"['8087', '8087']","['17782', '17783']","['-2', '-1']","['-1', '-2']","['1647055232', '1647055252']",[],[1]
['872490'],['15'],"['8083', '8083', '8083']","['343', '21005', '21006']","['0', '1', '1']","['0', '1', '1']","['1647055204', '1647055242', '1647055252']",[],[]
['872491'],['15'],"['8081', '8081']","['21037', '21038']","['0', '0']","['-5', '-6']","['1647055204', '1647055252']",[],[]
['872492'],['15'],['8079'],['null'],['0'],['8'],['1647055252'],[],[]
['872608'],['15'],['8080'],['21062'],['4'],['4'],['1647055252'],[],[]
['872609'],['15'],"['8128', '8128']","['15041', '15042']","['8', '8']","['8', '8']","['1647055214', '1647055252']",[],[]
['872612'],['15'],"['8072', '8072']","['24039', '31347']","['-4', '-3']","['-4', '-4']","['1647055204', '1647055252']",[],[1]
['886664'],['33'],"['7319', '7319']","['1206', '2770']","['0', '0']","['1', '0']","['1647055204', '1647055251']",[],[]
['886778'],['33'],"['7308', '7308', '7308']","['3170', '30808', '13905']","['5', '5', '5']","['5', '5', '5']","['1647055204', '1647055231', '1647055251']",[],[]
['886786'],['33'],"['7379', '7379', '7379']","['2761', '2756', '2769']","['-1', '0', '0']","['-1', '0', '0']","['1647055204', '1647055241', '1647055251']",[],[1]
['886787'],['33'],"['7374', '7374', '7374']","['593', '30631', '31041']","['0', '1', '0']","['0', '1', '1']","['1647055204', '1647055231', '1647055251']",[],[]
['888290'],['24'],"['3369', '3369']","['22808', '17700']","['-1', '-1']","['0', '-1']","['1647055203', '1647055251']",[],[1]
['888371'],['24'],['3188'],['23456'],['-1'],['-1'],['1647055251'],[],[1]
['890416'],['6'],['0'],['null'],['998'],['998'],['1647055251'],[],[]
['890487'],['6'],['0'],['null'],['998'],['998'],['1647055251'],[],[]
['890537'],['6'],['8528'],['null'],['0'],['1'],['1647055251'],[],[]
['892655'],['53'],"['8548', '8548', '8548']","['16397', '16398', '16399']","['3', '2', '3']","['3', '2', '2']","['1647055204', '1647055231', '1647055251']",[],[]
['892700'],['53'],"['8644', '8644']","['21260', '17419']","['1', '1']","['1', '1']","['1647055241', '1647055251']",[],[]
['893767'],['124'],['3202'],['26820'],['3'],['3'],['1647055251'],[],[]
['893781'],['124'],['0'],['null'],['999'],['999'],['1647055251'],[1],[]
['898630'],['13'],"['9007', '9007']","['20787', '20788']","['1', '1']","['1', '1']","['1647055242', '1647055252']",[],[]
['899924'],['34'],"['9040', '9040']","['null', '20886']","['4', '4']","['4', '4']","['1647055242', '1647055252']",[],[]
['900872'],['36'],"['9030', '9030']","['20954', '20955']","['2', '2']","['3', '2']","['1647055242', '1647055252']",[],[]
['900924'],['36'],['9027'],['null'],['-2'],['-2'],['1647055252'],[],[1]
['903563'],['79'],"['8008', '8008', '8008']","['24277', '17385', '24279']","['2', '3', '3']","['3', '3', '3']","['1647055204', '1647055242', '1647055252']",[],[]
['904874'],['11'],['8132'],['21248'],['0'],['0'],['1647055204'],[],[]
['904875'],['11'],"['8044', '8044']","['20708', '20709']","['-2', '-3']","['-2', '-3']","['1647055204', '1647055252']",[],[1]
['904978'],['11'],"['8012', '8012']","['20754', '20756']","['-7', '-7']","['-7', '-7']","['1647055204', '1647055252']",[],[1]
['904979'],['11'],['8132'],['null'],['-11'],['-11'],['1647055252'],[],[1]
['905877'],['101'],"['1040', '1040']","['1938', '18598']","['1', '0']","['1', '1']","['1647055204', '1647055251']",[],[]
['905994'],['102'],['126'],['null'],['0'],['-14'],['1647055251'],[],[]
['906055'],['102'],['108'],['30376'],['1'],['1'],['1647055251'],[],[]
